City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Marsh Harbour,BS,2021-11-27 16:55:56,26.5412,-77.0636,74.21,65,35,10.63,scattered clouds
259,Mount Gambier,AU,2021-11-27 16:55:57,-37.8333,140.7667,44.51,100,0,8.05,clear sky
260,Tarakan,ID,2021-11-27 16:55:57,3.3,117.6333,80.51,74,82,1.12,broken clouds
261,Bubaque,GW,2021-11-27 16:55:57,11.2833,-15.8333,83.82,62,8,10.96,clear sky
262,Narsaq,GL,2021-11-27 16:55:58,60.9167,-46.05,40.26,98,100,8.7,light rain
263,Ancud,CL,2021-11-27 16:55:58,-41.8697,-73.8203,58.53,53,12,11.48,few clouds
264,Port Macquarie,AU,2021-11-27 16:55:58,-31.4333,152.9167,60.76,89,97,10.38,overcast clouds
265,Lompoc,US,2021-11-27 16:55:59,34.6391,-120.4579,52.52,44,1,8.05,clear sky
266,Copala,MX,2021-11-27 16:55:59,16.65,-98.9833,82.94,63,22,3.27,few clouds
267,Saint-Augustin,CA,2021-11-27 16:55:59,51.226,-58.6502,43.18,94,100,13.11,overcast clouds
268,Alice Springs,AU,2021-11-27 16:56:00,-23.7,133.8833,58.55,63,1,5.75,clear sky
269,Kahului,US,2021-11-27 16:56:00,20.8947,-156.47,65.46,72,0,3.31,clear sky
270,Shimoda,JP,2021-11-27 16:56:01,34.6667,138.95,47.64,50,2,3.98,clear sky
271,Sokolo,ML,2021-11-27 16:56:01,14.7328,-6.1219,96.85,11,35,6.38,scattered clouds
272,Salvador,SV,2021-11-27 16:56:02,13.8333,-88.9167,82.8,53,94,4.25,overcast clouds
273,Ciudad Bolivar,VE,2021-11-27 16:56:02,8.1222,-63.5497,91.89,47,92,8.72,overcast clouds
274,Alexandria,EG,2021-11-27 16:54:51,31.2156,29.9553,75.16,53,0,3.44,clear sky
275,Williston,US,2021-11-27 16:56:03,48.147,-103.618,38.14,69,79,12.48,broken clouds
276,La Ronge,CA,2021-11-27 16:56:03,55.1001,-105.2842,25.05,58,1,8.05,clear sky
277,Salekhard,RU,2021-11-27 16:56:04,66.53,66.6019,-1.66,98,99,6.62,overcast clouds
278,Jiexiu,CN,2021-11-27 16:56:04,37.0244,111.9125,40.53,52,78,1.48,broken clouds
279,Kisangani,CD,2021-11-27 16:56:04,0.5167,25.2,73.83,81,61,1.32,broken clouds
280,Krasnovishersk,RU,2021-11-27 16:56:05,60.4078,57.082,32.32,96,100,10.11,light snow
281,Manicore,BR,2021-11-27 16:56:05,-5.8092,-61.3003,82.78,75,99,3.38,overcast clouds
282,Imbituba,BR,2021-11-27 16:56:05,-28.24,-48.6703,78.69,68,51,17.31,broken clouds
283,Kirakira,SB,2021-11-27 16:56:06,-10.4544,161.9205,78.85,84,76,2.73,broken clouds
284,Lermontovka,RU,2021-11-27 16:56:06,47.1453,134.3383,8.49,98,51,4.32,broken clouds
285,Hami,CN,2021-11-27 16:52:21,42.8,93.45,30.13,53,100,8.03,light snow
286,Mar Del Plata,AR,2021-11-27 16:55:12,-38.0023,-57.5575,66.22,77,40,12.66,scattered clouds
287,Anloga,GH,2021-11-27 16:56:07,5.7947,0.8973,88.02,73,44,11.77,scattered clouds
288,Krasnyy Yar,RU,2021-11-27 16:56:07,46.5331,48.3456,33.73,82,88,7.58,overcast clouds
289,Roma,US,2021-11-27 16:56:08,43.2128,-75.4557,30.83,71,67,15.3,broken clouds
290,Wanlaweyn,SO,2021-11-27 16:56:08,2.6185,44.8938,78.84,78,75,7.16,broken clouds
291,Jurado,CO,2021-11-27 16:56:09,7.1053,-77.7641,78.51,89,98,6.71,light rain
292,Obodivka,UA,2021-11-27 16:56:09,48.4051,29.2477,47.23,71,76,6.55,broken clouds
293,Havre-Saint-Pierre,CA,2021-11-27 16:56:10,50.2334,-63.5986,43.39,93,90,12.66,mist
294,Bairiki,KI,2021-11-27 16:56:10,1.3292,172.9752,82.4,69,75,19.57,broken clouds
295,Fairbanks,US,2021-11-27 16:55:57,64.8378,-147.7164,-16.26,76,90,0.0,overcast clouds
296,Divnomorskoye,RU,2021-11-27 16:56:10,44.5011,38.1353,57.18,86,91,14.43,overcast clouds
297,Qaqortoq,GL,2021-11-27 16:56:11,60.7167,-46.0333,41.05,96,100,9.15,overcast clouds
298,Uni,RU,2021-11-27 16:56:11,57.7535,51.4923,27.05,95,100,14.43,overcast clouds
299,Zaozerne,UA,2021-11-27 16:56:12,45.1582,33.2787,56.71,87,100,20.29,overcast clouds
300,Tabou,CI,2021-11-27 16:51:34,4.423,-7.3528,82.45,72,25,8.08,scattered clouds
301,Bengkulu,ID,2021-11-27 16:56:12,-3.8004,102.2655,76.53,89,100,3.85,moderate rain
302,Parati,BR,2021-11-27 16:56:13,-23.2178,-44.7131,94.1,65,28,4.76,scattered clouds
303,Nemuro,JP,2021-11-27 16:56:13,43.3236,145.575,38.25,63,58,21.05,broken clouds
304,Darlowo,PL,2021-11-27 16:56:14,54.421,16.4107,38.12,73,100,7.78,overcast clouds
305,Sur,OM,2021-11-27 16:56:14,22.5667,59.5289,75.52,63,48,1.72,scattered clouds
306,Tautira,PF,2021-11-27 16:56:14,-17.7333,-149.15,78.82,77,54,18.57,light rain
307,Mehamn,NO,2021-11-27 16:56:15,71.0357,27.8492,17.87,74,42,16.13,scattered clouds
308,Bonfim,BR,2021-11-27 16:56:15,3.0833,-59.95,91.89,46,40,6.4,scattered clouds
309,Nome,US,2021-11-27 16:56:16,64.5011,-165.4064,-17.75,93,15,5.99,few clouds
310,San Pedro De Ycuamandiyu,PY,2021-11-27 16:56:16,-24.0917,-57.0764,99.0,19,0,2.13,clear sky
311,Las Choapas,MX,2021-11-27 16:56:16,17.9333,-94.0833,69.85,74,55,3.42,broken clouds
312,Esna,EG,2021-11-27 16:56:17,25.2934,32.554,75.22,20,17,7.25,few clouds
313,Sayhat,SA,2021-11-27 16:56:17,26.4852,50.0405,77.2,57,0,13.87,clear sky
314,Sitka,US,2021-11-27 16:56:18,57.0531,-135.33,35.87,90,100,6.33,light rain
315,Airai,TL,2021-11-27 16:56:18,-8.9266,125.4092,61.9,94,77,1.23,broken clouds
316,Namuac,PH,2021-11-27 16:56:18,18.6109,121.1657,77.16,91,100,15.64,overcast clouds
317,Libertador General San Martin,AR,2021-11-27 16:56:19,-23.8064,-64.7876,95.94,36,6,12.35,clear sky
318,Tanete,ID,2021-11-27 16:56:19,-3.9443,119.7848,76.39,94,100,3.44,heavy intensity rain
319,Luxor,EG,2021-11-27 16:55:20,25.6989,32.6421,75.25,35,0,2.3,clear sky
320,Sioux Lookout,CA,2021-11-27 16:53:24,50.1001,-91.917,25.18,86,90,9.22,light snow
321,Sidi Ali,DZ,2021-11-27 16:56:20,36.0998,0.4206,53.96,66,66,31.36,broken clouds
322,Denpasar,ID,2021-11-27 16:53:01,-8.65,115.2167,80.26,89,40,2.3,scattered clouds
323,Myitkyina,MM,2021-11-27 16:56:20,25.3833,97.4,59.95,74,0,2.3,clear sky
324,Kathu,TH,2021-11-27 16:56:21,7.9178,98.3332,78.62,82,92,12.84,overcast clouds
325,Bani,DO,2021-11-27 16:56:21,18.2833,-70.3333,85.44,56,22,8.97,few clouds
326,Kavaratti,IN,2021-11-27 16:56:22,10.5669,72.642,82.49,75,100,3.6,overcast clouds
327,Keita,NE,2021-11-27 16:56:22,14.7551,5.7749,96.8,10,44,8.61,scattered clouds
328,Qingdao,CN,2021-11-27 16:56:22,36.0986,120.3719,37.0,93,49,2.24,mist
329,Sinop,TR,2021-11-27 16:56:23,41.7711,34.8709,53.11,74,100,11.54,overcast clouds
330,Xuddur,SO,2021-11-27 16:56:23,4.1213,43.8894,76.15,72,85,6.08,overcast clouds
331,Ucluelet,CA,2021-11-27 16:56:24,48.9329,-125.5528,48.51,94,100,17.81,moderate rain
332,Altamira,BR,2021-11-27 16:56:24,-3.2033,-52.2064,89.69,62,75,9.22,broken clouds
333,Ulaangom,MN,2021-11-27 16:56:24,49.9811,92.0667,9.23,66,28,4.99,scattered clouds
334,Kathmandu,NP,2021-11-27 16:56:23,27.7167,85.3167,52.02,93,20,3.44,mist
335,Along,IN,2021-11-27 16:56:25,28.1667,94.7667,54.54,70,18,2.19,few clouds
336,Dondo,MZ,2021-11-27 16:56:25,-19.6094,34.7431,76.51,68,42,6.46,scattered clouds
337,Baglung,NP,2021-11-27 16:56:26,28.2719,83.5898,51.39,83,15,5.08,few clouds
338,Port Elizabeth,ZA,2021-11-27 16:56:26,-33.918,25.5701,66.49,68,0,10.36,clear sky
339,Guerrero Negro,MX,2021-11-27 16:56:27,27.9769,-114.0611,70.92,47,0,10.49,clear sky
340,Necochea,AR,2021-11-27 16:56:27,-38.5473,-58.7368,68.09,63,90,17.63,moderate rain
341,Ayan,RU,2021-11-27 16:56:28,56.45,138.1667,24.91,60,100,15.19,overcast clouds
342,Haines Junction,CA,2021-11-27 16:56:28,60.7522,-137.5108,-9.45,84,100,1.14,light snow
343,Bud,US,2021-11-27 16:56:29,39.447,-86.1758,41.02,43,58,13.13,broken clouds
344,Eureka,US,2021-11-27 16:51:42,40.8021,-124.1637,49.39,82,85,4.79,overcast clouds
345,Atherton,GB,2021-11-27 16:56:29,53.5237,-2.4935,38.75,63,52,16.53,broken clouds
346,Perumpavur,IN,2021-11-27 16:56:30,10.1333,76.4833,76.91,94,90,3.44,mist
347,Vila Velha,BR,2021-11-27 16:53:40,-20.3297,-40.2925,76.95,78,90,8.05,overcast clouds
348,Torbay,CA,2021-11-27 16:56:30,47.6666,-52.7314,54.37,87,75,24.16,broken clouds
349,Solnechnyy,RU,2021-11-27 16:56:31,50.7214,136.6319,12.45,94,54,5.23,broken clouds
350,Daru,PG,2021-11-27 16:56:31,-9.0763,143.2092,79.18,84,100,1.95,overcast clouds
351,San Luis,AR,2021-11-27 16:56:32,-33.295,-66.3356,73.02,42,72,11.88,broken clouds
352,Jasper,US,2021-11-27 16:56:32,37.2001,-94.3502,54.84,44,18,18.03,few clouds
353,Fairfield,US,2021-11-27 16:54:05,41.2668,-73.3162,39.85,43,5,14.14,clear sky
354,Victoria Point,AU,2021-11-27 16:56:33,-27.5833,153.3,71.56,84,65,13.06,broken clouds
355,Ilulissat,GL,2021-11-27 16:56:33,69.2167,-51.1,15.53,84,100,10.45,overcast clouds
356,Mosjoen,NO,2021-11-27 16:56:34,65.836,13.1908,26.6,94,32,6.8,scattered clouds
357,Salalah,OM,2021-11-27 16:56:34,17.0151,54.0924,78.49,46,7,2.24,clear sky
358,Klyuchi,RU,2021-11-27 16:56:35,52.2667,79.1667,20.53,78,60,17.65,broken clouds
359,Hualmay,PE,2021-11-27 16:56:35,-11.0964,-77.6139,70.43,74,98,8.93,overcast clouds
360,Burnie,AU,2021-11-27 16:56:36,-41.0667,145.9167,48.36,86,21,5.86,few clouds
361,Tikaitnagar,IN,2021-11-27 16:56:36,26.95,81.5833,65.62,42,0,3.89,clear sky
362,Saint-Honore,CA,2021-11-27 16:56:37,48.5334,-71.0824,25.05,86,100,21.85,snow
363,Cap-Aux-Meules,CA,2021-11-27 16:56:37,47.3821,-61.8597,46.45,76,20,19.57,few clouds
364,Port-Gentil,GA,2021-11-27 16:56:38,-0.7193,8.7815,82.36,78,75,9.22,thunderstorm
365,Pedasi,PA,2021-11-27 16:56:38,7.5333,-80.0333,80.85,75,71,11.56,broken clouds
366,Port Hueneme,US,2021-11-27 16:56:39,34.1478,-119.1951,65.03,32,36,4.29,scattered clouds
367,Moerai,PF,2021-11-27 16:56:40,-22.4333,-151.3333,77.32,80,70,13.29,broken clouds
368,Saint-Esteve,FR,2021-11-27 16:56:40,42.7131,2.843,48.02,43,0,12.66,clear sky
369,Annau,TM,2021-11-27 16:56:40,37.8876,58.516,44.1,65,75,2.3,broken clouds
370,Korem,ET,2021-11-27 16:56:41,12.5058,39.5228,55.74,67,39,5.77,scattered clouds
371,Samarai,PG,2021-11-27 16:56:41,-10.6167,150.6667,81.23,81,100,4.99,overcast clouds
372,Kaohsiung,TW,2021-11-27 16:56:42,22.6163,120.3133,75.15,78,75,5.75,light intensity drizzle
373,Kenai,US,2021-11-27 16:56:42,60.5544,-151.2583,6.57,89,99,6.8,overcast clouds
374,Camacha,PT,2021-11-27 16:56:42,33.0833,-16.3333,60.22,77,40,20.71,scattered clouds
375,Jam Sahib,PK,2021-11-27 16:56:43,26.2958,68.6292,66.22,19,1,6.8,clear sky
376,Maniitsoq,GL,2021-11-27 16:56:43,65.4167,-52.9,35.78,96,100,12.37,moderate rain
377,Peniche,PT,2021-11-27 16:56:44,39.3558,-9.3811,54.88,57,75,29.57,broken clouds
378,Ballina,AU,2021-11-27 16:56:44,-28.8667,153.5667,66.38,94,90,14.97,overcast clouds
379,Wanning,CN,2021-11-27 16:56:45,18.8003,110.3967,73.18,86,100,16.44,overcast clouds
380,Amahai,ID,2021-11-27 16:56:45,-3.3333,128.9167,78.85,86,100,2.95,overcast clouds
381,Acari,PE,2021-11-27 16:56:45,-15.4311,-74.6158,76.28,63,83,9.13,broken clouds
382,Iskateley,RU,2021-11-27 16:56:46,67.6803,53.1512,-2.6,99,63,2.15,broken clouds
383,Sinnamary,GF,2021-11-27 16:56:46,5.3833,-52.95,83.97,72,45,10.69,scattered clouds
384,Nha Trang,VN,2021-11-27 16:56:47,12.25,109.1833,75.2,94,100,10.25,overcast clouds
385,Azangaro,PE,2021-11-27 16:56:47,-14.9167,-70.2167,57.42,49,99,2.53,overcast clouds
386,Kadnikov,RU,2021-11-27 16:56:47,59.5022,40.338,32.36,97,100,7.36,overcast clouds
387,Cockburn Town,TC,2021-11-27 16:56:48,21.4612,-71.1419,77.25,74,98,12.46,overcast clouds
388,Marawi,PH,2021-11-27 16:52:33,7.9986,124.2928,70.27,90,100,1.19,overcast clouds
389,Asau,RO,2021-11-27 16:56:48,46.4333,26.4,49.12,85,49,5.39,scattered clouds
390,Wilmington,US,2021-11-27 16:56:37,34.2257,-77.9447,48.11,28,0,5.35,clear sky
391,Basco,PH,2021-11-27 16:56:49,20.4487,121.9702,76.86,84,100,31.7,moderate rain
392,Ketchikan,US,2021-11-27 16:56:50,55.3422,-131.6461,33.78,98,100,8.23,moderate rain
393,Salta,AR,2021-11-27 16:56:50,-24.7859,-65.4117,84.49,42,20,11.5,few clouds
394,Gansing,PH,2021-11-27 16:56:50,6.7403,124.6589,75.52,94,94,0.92,overcast clouds
395,Adelanto,US,2021-11-27 16:56:51,34.5828,-117.4092,59.25,8,9,0.85,clear sky
396,San Quintin,MX,2021-11-27 16:56:51,30.4833,-115.95,70.05,34,0,1.01,clear sky
397,Tokmak,UA,2021-11-27 16:56:51,47.2514,35.7058,49.84,92,82,11.41,broken clouds
398,Mporokoso,ZM,2021-11-27 16:56:52,-9.3727,30.125,63.57,91,51,8.84,light rain
399,Roald,NO,2021-11-27 16:56:53,62.5833,6.1333,28.54,74,20,11.5,few clouds
400,Fort Nelson,CA,2021-11-27 16:56:53,58.8053,-122.7002,4.59,85,75,4.61,broken clouds
401,Huarmey,PE,2021-11-27 16:56:54,-10.0681,-78.1522,70.65,77,98,8.81,overcast clouds
402,Zyryanka,RU,2021-11-27 16:56:54,65.75,150.85,-36.33,98,13,4.47,few clouds
403,Xichang,CN,2021-11-27 16:56:54,27.8964,102.2634,45.54,87,28,2.53,scattered clouds
404,Inuvik,CA,2021-11-27 16:55:59,68.3499,-133.7218,-8.39,77,75,9.22,light snow
405,Bull Savanna,JM,2021-11-27 16:56:55,17.8868,-77.5902,81.27,54,100,1.57,overcast clouds
406,Okhotsk,RU,2021-11-27 16:56:55,59.3833,143.3,0.68,70,84,8.48,broken clouds
407,Shitanjing,CN,2021-11-27 16:56:56,39.2342,106.3439,34.75,53,0,4.09,clear sky
408,Marystown,CA,2021-11-27 16:56:56,47.1666,-55.1483,51.01,96,100,22.35,overcast clouds
409,Dakar,SN,2021-11-27 16:56:57,14.6937,-17.4441,90.48,83,0,18.41,clear sky
410,Najran,SA,2021-11-27 16:56:57,17.4924,44.1277,72.25,38,0,6.26,clear sky
411,Merke,KZ,2021-11-27 16:56:57,42.8728,73.1786,34.72,46,0,6.51,clear sky
412,Suntar,RU,2021-11-27 16:56:58,62.1444,117.6319,-0.87,88,89,8.81,overcast clouds
413,Shingu,JP,2021-11-27 16:56:58,33.7333,135.9833,41.45,76,0,5.32,clear sky
414,Newburgh,US,2021-11-27 16:52:38,41.5034,-74.0104,40.78,45,75,17.27,broken clouds
415,Te Anau,NZ,2021-11-27 16:56:59,-45.4167,167.7167,38.1,96,87,0.58,overcast clouds
416,Kutum,SD,2021-11-27 16:56:59,14.2,24.6667,71.92,12,1,9.19,clear sky
417,Dunmore Town,BS,2021-11-27 16:57:00,25.5,-76.65,74.73,63,34,10.36,scattered clouds
418,Quatre Cocos,MU,2021-11-27 16:57:00,-20.2078,57.7625,78.91,71,19,7.38,few clouds
419,Takoradi,GH,2021-11-27 16:57:01,4.8845,-1.7554,82.4,72,70,8.66,broken clouds
420,Buchanan,LR,2021-11-27 16:57:01,5.8808,-10.0467,89.56,74,100,9.55,overcast clouds
421,Khasan,RU,2021-11-27 16:57:01,42.4308,130.6434,30.45,54,3,4.7,clear sky
422,Honiara,SB,2021-11-27 16:57:02,-9.4333,159.95,77.79,85,100,3.0,overcast clouds
423,Zenzeli,RU,2021-11-27 16:57:02,45.9241,47.0474,41.88,72,100,12.48,overcast clouds
424,Karratha,AU,2021-11-27 16:57:02,-20.7377,116.8463,84.6,34,0,8.95,clear sky
425,Mount Isa,AU,2021-11-27 16:57:03,-20.7333,139.5,74.97,33,0,10.36,clear sky
426,Dwarka,IN,2021-11-27 16:57:03,22.2394,68.9678,77.59,60,3,7.85,clear sky
427,Moussoro,TD,2021-11-27 16:57:03,13.6408,16.4901,85.32,9,0,10.13,clear sky
428,Mardin,TR,2021-11-27 16:57:04,37.3131,40.7436,50.11,62,100,1.21,overcast clouds
429,Saint-Joseph,RE,2021-11-27 16:57:04,-21.3667,55.6167,75.58,86,80,2.68,light rain
430,Srednekolymsk,RU,2021-11-27 16:57:05,67.45,153.6833,-37.3,100,22,1.61,few clouds
431,Karasburg,NA,2021-11-27 16:57:05,-28.0167,18.75,71.67,30,0,21.32,clear sky
432,Carutapera,BR,2021-11-27 16:57:05,-1.195,-46.02,87.03,59,18,8.59,few clouds
433,Verkhoyansk,RU,2021-11-27 16:57:06,67.5447,133.385,-6.3,99,100,1.99,light snow
434,Kismayo,SO,2021-11-27 16:57:06,-0.3582,42.5454,79.7,81,100,6.2,light rain
435,Guanambi,BR,2021-11-27 16:57:07,-14.2233,-42.7814,92.25,33,24,15.01,light rain
436,Vestmannaeyjar,IS,2021-11-27 16:57:07,63.4427,-20.2734,40.19,93,90,11.5,fog
437,Labrea,BR,2021-11-27 16:57:07,-7.2586,-64.7981,83.71,81,85,5.12,overcast clouds
438,Minab,IR,2021-11-27 16:57:08,27.1467,57.0801,76.5,61,0,4.21,clear sky
439,Acarau,BR,2021-11-27 16:57:08,-2.8856,-40.12,88.7,57,61,17.63,broken clouds
440,Bend,US,2021-11-27 16:57:09,44.0582,-121.3153,39.67,87,40,4.61,scattered clouds
441,Benghazi,LY,2021-11-27 16:57:09,32.1167,20.0667,72.37,62,18,16.89,few clouds
442,Robe,AU,2021-11-27 16:57:10,-37.1833,139.75,50.88,83,0,14.16,clear sky
443,Olafsvik,IS,2021-11-27 16:57:10,64.8945,-23.7142,39.29,91,100,1.99,overcast clouds
444,Niitsu,JP,2021-11-27 16:57:10,37.8,139.1167,43.83,68,80,9.98,broken clouds
445,Bhanjanagar,IN,2021-11-27 16:57:11,19.9333,84.5833,71.83,75,100,1.57,overcast clouds
446,Vila,PT,2021-11-27 16:57:11,42.0304,-8.1588,38.28,76,60,10.56,broken clouds
447,Baherden,TM,2021-11-27 16:57:12,38.4362,57.4316,49.77,45,46,5.28,scattered clouds
448,Jos,NG,2021-11-27 16:57:12,9.9167,8.9,73.38,19,96,5.3,overcast clouds
449,Hambantota,LK,2021-11-27 16:57:12,6.1241,81.1185,78.04,87,100,2.73,overcast clouds
450,Sovetskiy,RU,2021-11-27 16:57:13,61.3614,63.5842,29.08,86,55,12.68,broken clouds
451,Ishinomaki,JP,2021-11-27 16:57:13,38.4167,141.3,40.8,86,36,12.95,scattered clouds
452,Camana,PE,2021-11-27 16:57:14,-16.6228,-72.7111,69.28,77,100,9.28,overcast clouds
453,Tekari,IN,2021-11-27 16:57:14,24.9333,84.8333,61.02,41,1,3.94,clear sky
454,Tigil,RU,2021-11-27 16:57:15,57.8,158.6667,-15.66,95,54,4.76,broken clouds
455,Sabha,LY,2021-11-27 16:57:15,27.0377,14.4283,75.61,23,93,5.03,overcast clouds
456,Pudozh,RU,2021-11-27 16:57:15,61.8099,36.5345,14.92,95,100,6.29,overcast clouds
457,Revda,RU,2021-11-27 16:57:16,56.801,59.9303,31.01,89,100,13.11,overcast clouds
458,Presidencia Roque Saenz Pena,AR,2021-11-27 16:57:16,-26.7852,-60.4388,97.99,16,3,8.14,clear sky
459,Padang,ID,2021-11-27 16:52:50,-0.9492,100.3543,75.25,73,92,2.59,overcast clouds
460,Kindu,CD,2021-11-27 16:57:17,-2.95,25.95,73.67,85,84,1.52,broken clouds
461,Comodoro Rivadavia,AR,2021-11-27 16:57:17,-45.8667,-67.5,67.86,19,0,12.66,clear sky
462,Tehri,IN,2021-11-27 16:57:17,30.3833,78.4833,53.49,65,0,4.5,clear sky
463,Egvekinot,RU,2021-11-27 16:57:18,66.3167,-179.1667,-16.89,87,2,6.24,clear sky
464,Cuamba,MZ,2021-11-27 16:57:18,-14.8031,36.5372,70.02,71,59,9.53,broken clouds
465,Khorixas,NA,2021-11-27 16:57:19,-20.3667,14.9667,83.86,17,4,22.1,clear sky
466,Bandarbeyla,SO,2021-11-27 16:57:19,9.4942,50.8122,79.59,83,78,17.87,broken clouds
467,Puerto Leguizamo,CO,2021-11-27 16:57:19,-0.1934,-74.7819,93.52,43,44,3.06,scattered clouds
468,Shar,KZ,2021-11-27 16:57:20,49.5886,81.0453,13.75,80,97,8.84,overcast clouds
469,Marshalltown,US,2021-11-27 16:57:20,42.0494,-92.908,53.44,46,82,14.32,broken clouds
470,Cap Malheureux,MU,2021-11-27 16:57:21,-19.9842,57.6142,79.29,71,7,8.75,clear sky
471,Batticaloa,LK,2021-11-27 16:57:21,7.7102,81.6924,80.13,84,86,6.58,light rain
472,Sungairaya,ID,2021-11-27 16:57:22,0.7,108.9,78.87,87,100,3.85,overcast clouds
473,Port Blair,IN,2021-11-27 16:57:22,11.6667,92.75,80.87,80,11,10.0,few clouds
474,Zhenjiang,CN,2021-11-27 16:57:22,32.2092,119.4342,48.78,81,33,9.57,scattered clouds
475,Brigantine,US,2021-11-27 16:57:23,39.4101,-74.3646,39.49,50,5,20.2,clear sky
476,Lebedyn,UA,2021-11-27 16:57:07,50.5852,34.4849,44.83,96,100,8.39,overcast clouds
477,Thaba Nchu,ZA,2021-11-27 16:57:23,-29.2093,26.839,62.38,85,66,18.97,moderate rain
478,Phrae,TH,2021-11-27 16:57:24,18.0833,100.0,66.61,93,43,2.46,scattered clouds
479,Manggar,ID,2021-11-27 16:57:24,-2.8833,108.2667,79.7,80,100,7.83,overcast clouds
480,Bambanglipuro,ID,2021-11-27 16:57:25,-7.95,110.2833,76.93,88,100,6.73,overcast clouds
481,Sidney,AU,2021-11-27 16:55:57,-33.8679,151.2073,61.9,72,75,23.02,broken clouds
482,Santa Marta,CO,2021-11-27 16:57:25,11.2408,-74.199,81.73,75,95,7.31,overcast clouds
483,Yenagoa,NG,2021-11-27 16:57:26,4.9247,6.2642,80.13,83,100,5.01,light rain
484,Auki,SB,2021-11-27 16:57:26,-8.7676,160.7034,76.53,86,94,3.56,overcast clouds
485,Barkhan,PK,2021-11-27 16:57:27,29.8977,69.5256,54.34,28,0,2.93,clear sky
486,Crema,IT,2021-11-27 16:57:27,45.3588,9.6683,50.32,85,87,5.66,overcast clouds
487,Yumen,CN,2021-11-27 16:57:27,40.2833,97.2,27.5,48,96,6.11,overcast clouds
488,Xacmaz,AZ,2021-11-27 16:57:28,41.4635,48.806,45.73,83,3,1.99,clear sky
489,Berbera,SO,2021-11-27 16:57:28,10.4396,45.0143,81.82,74,11,5.21,few clouds
490,Cherkasskoye,RU,2021-11-27 16:57:29,52.4333,47.2167,14.72,88,24,4.59,few clouds
491,Sibolga,ID,2021-11-27 16:57:29,1.7427,98.7792,75.96,79,98,3.29,overcast clouds
492,Puerto Lempira,HN,2021-11-27 16:57:29,15.2667,-83.7667,86.14,74,75,11.5,broken clouds
493,College,US,2021-11-27 16:57:30,64.8569,-147.8028,-16.28,76,90,0.0,overcast clouds
494,Riyadh,SA,2021-11-27 16:54:02,24.6877,46.7219,73.54,31,30,13.0,scattered clouds
495,Oshnaviyeh,IR,2021-11-27 16:57:30,37.0397,45.0983,39.45,64,69,5.03,broken clouds
496,Aklavik,CA,2021-11-27 16:57:31,68.2191,-135.0107,-10.37,70,40,14.97,scattered clouds
497,Lichuan,CN,2021-11-27 16:57:31,30.3,108.85,40.14,74,79,1.43,broken clouds
498,Sturgeon Falls,CA,2021-11-27 16:56:33,46.3646,-79.9326,10.36,66,9,4.43,clear sky
499,Coruripe,BR,2021-11-27 16:57:32,-10.1256,-36.1756,85.84,64,65,19.26,broken clouds
500,Cayenne,GF,2021-11-27 16:57:32,4.9333,-52.3333,87.84,70,86,10.36,overcast clouds
501,Eyrarbakki,IS,2021-11-27 16:57:33,63.863,-21.1481,40.24,90,100,8.63,overcast clouds
502,Prince Rupert,CA,2021-11-27 16:57:33,54.3161,-130.3201,46.09,74,90,26.46,light rain
503,Strezhevoy,RU,2021-11-27 16:57:33,60.7333,77.5889,26.58,96,100,9.26,light snow
504,Kamenka,RU,2021-11-27 16:57:34,51.3223,42.7678,33.85,82,100,20.42,light rain
505,Puerto Asis,CO,2021-11-27 16:57:34,0.5133,-76.5007,88.36,50,69,4.34,broken clouds
506,San Nicolas,PH,2021-11-27 16:57:35,18.1725,120.5953,78.98,75,77,9.35,broken clouds
507,Provideniya,RU,2021-11-27 16:57:35,64.3833,-173.3,-5.28,84,3,5.37,clear sky
508,Gat,IL,2021-11-27 16:57:36,31.61,34.7642,68.68,52,52,4.43,broken clouds
509,Ponta Delgada,PT,2021-11-27 16:57:36,37.7333,-25.6667,63.32,63,75,6.91,broken clouds
510,Sechura,PE,2021-11-27 16:57:36,-5.5569,-80.8222,77.43,58,26,8.68,scattered clouds
511,Okato,NZ,2021-11-27 16:57:37,-39.2,173.8833,58.37,92,90,3.58,overcast clouds
512,Portland,US,2021-11-27 16:53:10,45.5234,-122.6762,52.39,94,98,2.64,overcast clouds
513,Kuliyapitiya,LK,2021-11-27 16:57:37,7.4688,80.0401,76.68,98,100,3.09,moderate rain
514,Buriti Bravo,BR,2021-11-27 16:57:38,-5.8372,-43.8336,92.53,42,66,3.89,broken clouds
515,Kaeo,NZ,2021-11-27 16:57:38,-35.1,173.7833,55.62,91,39,2.19,scattered clouds
516,Ibotirama,BR,2021-11-27 16:57:38,-12.1853,-43.2206,87.78,46,65,8.32,moderate rain
517,Nizhnevartovsk,RU,2021-11-27 16:57:39,60.9344,76.5531,26.62,93,90,13.42,light snow
518,Montmagny,FR,2021-11-27 16:57:39,48.9734,2.3469,39.56,90,90,9.22,overcast clouds
519,San Policarpo,PH,2021-11-27 16:57:40,12.1791,125.5072,81.28,84,70,11.68,broken clouds
520,Thinadhoo,MV,2021-11-27 16:57:40,0.5333,72.9333,82.9,68,100,18.66,overcast clouds
521,Belle Fourche,US,2021-11-27 16:57:40,44.6714,-103.8522,45.91,57,87,19.08,overcast clouds
