City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
522,Tolaga Bay,NZ,2021-11-27 16:57:41,-38.3667,178.3,57.79,77,92,3.58,overcast clouds
523,Tahta,EG,2021-11-27 16:57:41,26.7693,31.5021,77.32,18,13,7.0,few clouds
524,Puerto Ayacucho,VE,2021-11-27 16:57:41,5.6639,-67.6236,88.79,58,62,5.55,broken clouds
525,Kirkuk,IQ,2021-11-27 16:57:42,35.4681,44.3922,62.62,44,98,6.08,overcast clouds
526,Athabasca,CA,2021-11-27 16:57:42,54.7169,-113.2854,21.02,82,17,4.97,few clouds
527,Guiberoua,CI,2021-11-27 16:57:43,6.2392,-6.1727,86.05,58,71,3.4,broken clouds
528,Roebourne,AU,2021-11-27 16:57:43,-20.7833,117.1333,84.96,31,0,10.18,clear sky
529,Kamyaran,IR,2021-11-27 16:57:43,34.7956,46.9355,51.75,52,81,1.12,broken clouds
530,San Cristobal,VE,2021-11-27 16:57:44,7.7669,-72.225,73.58,45,73,4.83,broken clouds
531,Amapa,BR,2021-11-27 16:57:44,1.0,-52.0,82.17,70,62,2.37,broken clouds
532,Mugur-Aksy,RU,2021-11-27 16:57:45,50.35,90.5,-3.93,67,24,6.53,few clouds
533,Iberia,US,2021-11-27 16:57:45,29.9502,-91.7507,55.38,48,100,3.15,overcast clouds
534,Robertsport,LR,2021-11-27 16:57:45,6.7533,-11.3686,83.26,71,40,11.05,scattered clouds
535,Killybegs,IE,2021-11-27 16:57:46,54.6333,-8.45,40.71,64,94,15.26,overcast clouds
536,Arcachon,FR,2021-11-27 16:57:46,44.5875,-1.0519,44.92,87,75,8.05,light rain
537,Barnstaple,GB,2021-11-27 16:57:47,51.0802,-4.0581,41.22,56,49,27.31,scattered clouds
538,Atar,MR,2021-11-27 16:57:47,20.5169,-13.0499,84.63,24,57,13.94,broken clouds
539,Arinos,BR,2021-11-27 16:57:47,-15.9169,-46.1056,89.17,41,47,6.93,heavy intensity rain
540,West Plains,US,2021-11-27 16:57:48,36.7281,-91.8524,54.72,38,0,8.66,clear sky
541,Fort Smith,US,2021-11-27 16:56:29,35.3859,-94.3986,57.69,39,65,4.18,broken clouds
542,Labuhan,ID,2021-11-27 16:57:48,-6.8844,112.2051,78.66,87,100,10.22,light rain
543,Natitingou,BJ,2021-11-27 16:57:49,10.3042,1.3796,93.25,15,85,4.23,overcast clouds
544,Tigzirt,DZ,2021-11-27 16:57:49,36.8886,4.1198,55.8,71,57,23.13,broken clouds
545,Ribnitz-Damgarten,DE,2021-11-27 16:57:50,54.25,12.4667,36.05,99,100,9.64,light rain
546,Yemtsa,RU,2021-11-27 16:57:50,63.0734,40.3329,8.92,98,96,2.42,overcast clouds
547,Santa Rosa,PH,2021-11-27 16:57:50,14.3122,121.1114,80.58,83,83,9.57,broken clouds
548,Bonthe,SL,2021-11-27 16:57:51,7.5264,-12.505,83.66,71,51,8.88,light rain
549,Port Hardy,CA,2021-11-27 16:57:51,50.6996,-127.4199,44.6,93,75,28.77,light intensity shower rain
550,Sancti Spiritus,CU,2021-11-27 16:54:14,21.9297,-79.4425,78.98,62,35,7.9,scattered clouds
551,Bereznik,RU,2021-11-27 16:57:52,62.8551,42.7072,5.63,99,96,1.52,overcast clouds
552,Hirara,JP,2021-11-27 16:57:52,24.8,125.2833,70.48,77,100,28.1,light rain
553,Conil,FR,2021-11-27 16:57:53,44.9673,3.7177,26.74,92,35,9.17,scattered clouds
554,Mach,PK,2021-11-27 16:57:53,29.8637,67.3298,58.89,18,0,7.14,clear sky
555,Soubre,CI,2021-11-27 16:57:53,5.7856,-6.6083,86.34,60,55,4.03,broken clouds
556,Zhuanghe,CN,2021-11-27 16:57:54,39.7008,122.9911,38.5,71,3,0.54,clear sky
557,Yerbogachen,RU,2021-11-27 16:57:54,61.2767,108.0108,-1.66,95,93,8.01,overcast clouds
558,Pilar,BR,2021-11-27 16:56:16,-9.5972,-35.9567,91.33,53,78,16.91,broken clouds
559,Beloha,MG,2021-11-27 16:57:55,-25.1667,45.05,62.74,61,8,10.65,clear sky
560,Mingshui,CN,2021-11-27 16:57:55,36.7167,117.5,46.47,68,98,5.39,overcast clouds
561,Ghanzi,BW,2021-11-27 16:57:56,-21.5667,21.7833,83.64,30,70,8.3,broken clouds
562,Chingirlau,KZ,2021-11-27 16:57:56,51.095,54.0814,18.46,81,2,7.45,clear sky
563,Malindi,KE,2021-11-27 16:57:56,-3.2175,40.1191,82.56,78,40,13.8,scattered clouds
564,Pinotepa Nacional,MX,2021-11-27 16:57:57,16.3167,-98.0167,87.48,40,8,2.06,clear sky
565,Geraldton,AU,2021-11-27 16:57:57,-28.7667,114.6,64.81,72,0,5.75,clear sky
566,Havoysund,NO,2021-11-27 16:57:58,70.9963,24.6622,23.88,71,70,15.26,broken clouds
567,Barranca,PE,2021-11-27 16:57:58,-10.75,-77.7667,68.86,76,97,9.55,overcast clouds
568,Shizunai,JP,2021-11-27 16:57:58,42.3339,142.3669,35.08,74,53,14.72,broken clouds
569,Segovia,ES,2021-11-27 16:57:59,41.1667,-4.0,33.19,70,94,12.12,light snow
570,Mitzic,GA,2021-11-27 16:57:59,0.7821,11.549,71.78,94,61,2.13,light rain
571,Noumea,NC,2021-11-27 16:58:00,-22.2763,166.4572,75.18,84,80,9.01,broken clouds
572,Namatanai,PG,2021-11-27 16:58:00,-3.6667,152.4333,78.37,83,60,4.43,moderate rain
573,Lae,PG,2021-11-27 16:58:01,-6.7221,146.9847,75.54,90,98,6.35,overcast clouds
574,Nakusp,CA,2021-11-27 16:58:01,50.2499,-117.8023,32.34,100,100,2.3,overcast clouds
575,Tangjiazhuang,CN,2021-11-27 16:58:01,39.7333,118.45,40.89,67,99,2.28,overcast clouds
576,Stawell,AU,2021-11-27 16:58:02,-37.05,142.7667,44.29,95,8,8.55,clear sky
577,Sungaipenuh,ID,2021-11-27 16:58:03,-2.0833,101.3833,64.94,85,97,0.4,overcast clouds
578,Nhulunbuy,AU,2021-11-27 16:58:03,-12.2333,136.7667,77.61,94,32,0.0,scattered clouds
579,Mazatlan,MX,2021-11-27 16:58:04,23.2167,-106.4167,74.39,58,100,2.35,overcast clouds
580,Ca Mau,VN,2021-11-27 16:57:09,9.1769,105.15,72.91,87,100,6.13,light rain
581,Port Augusta,AU,2021-11-27 16:58:05,-32.5,137.7667,60.94,64,45,8.9,scattered clouds
582,Williamsport,US,2021-11-27 16:57:05,41.2412,-77.0011,37.4,42,31,11.14,scattered clouds
583,Nacozari,MX,2021-11-27 16:58:06,25.3366,-108.2574,74.7,57,94,3.04,overcast clouds
584,Broome,US,2021-11-27 16:58:07,42.2506,-75.833,29.17,63,90,13.8,overcast clouds
585,Nurota,UZ,2021-11-27 16:58:07,40.5614,65.6886,33.89,65,26,3.71,scattered clouds
586,Kyshtovka,RU,2021-11-27 16:58:07,56.555,76.6271,25.99,92,100,16.55,overcast clouds
587,Clarksville,US,2021-11-27 16:53:30,36.5298,-87.3595,50.74,43,1,14.97,clear sky
588,Tual,ID,2021-11-27 16:58:08,-5.6667,132.75,83.53,70,94,2.28,overcast clouds
589,Hammerfest,NO,2021-11-27 16:58:08,70.6634,23.6821,23.45,58,68,10.36,broken clouds
590,Yilan,TW,2021-11-27 16:58:09,24.757,121.753,68.11,89,100,5.3,overcast clouds
591,Aljezur,PT,2021-11-27 16:58:09,37.3191,-8.8033,55.92,51,29,22.7,scattered clouds
592,Ust-Nera,RU,2021-11-27 16:58:10,64.5667,143.2,-15.83,99,100,6.69,light snow
593,Constantine,DZ,2021-11-27 16:58:11,36.365,6.6147,53.01,58,75,18.41,broken clouds
594,Zambezi,ZM,2021-11-27 16:58:11,-13.5432,23.1047,73.96,64,84,5.35,light rain
595,Port-De-Bouc,FR,2021-11-27 16:58:12,43.4,4.9833,50.02,63,0,12.66,clear sky
596,Dabakala,CI,2021-11-27 16:58:12,8.3667,-4.4333,93.43,30,36,4.03,scattered clouds
597,Griffith,US,2021-11-27 16:58:13,41.5284,-87.4237,37.22,67,90,9.22,overcast clouds
598,Umm Lajj,SA,2021-11-27 16:58:13,25.0213,37.2685,80.28,65,0,8.97,clear sky
599,Payo,ID,2021-11-27 16:58:13,-3.7508,103.6372,73.65,80,100,1.54,overcast clouds
600,Keuruu,FI,2021-11-27 16:58:14,62.2667,24.7,15.94,95,61,3.76,broken clouds
601,Altoona,US,2021-11-27 16:58:14,40.5187,-78.3947,32.72,51,34,11.81,scattered clouds
602,Astoria,US,2021-11-27 16:58:15,46.1879,-123.8313,51.15,94,100,8.84,overcast clouds
603,Alihe,CN,2021-11-27 16:58:15,50.5667,123.7167,9.16,98,90,1.39,overcast clouds
604,Tsuruoka,JP,2021-11-27 16:58:16,38.7217,139.8217,44.91,76,100,15.12,light rain
605,Iquitos,PE,2021-11-27 16:58:16,-3.7481,-73.2472,91.44,58,75,5.75,broken clouds
606,Chumphon,TH,2021-11-27 16:58:17,10.3333,98.8333,67.69,95,65,1.48,broken clouds
607,Shelburne,CA,2021-11-27 16:58:17,44.0787,-80.2041,28.29,67,45,9.1,scattered clouds
608,Alghero,IT,2021-11-27 16:58:17,40.5589,8.3181,55.49,76,40,8.05,scattered clouds
609,Pisco,PE,2021-11-27 16:58:18,-13.7,-76.2167,69.85,73,0,11.5,clear sky
610,Marzuq,YE,2021-11-27 16:58:18,14.4,46.4667,73.31,37,0,3.0,clear sky
611,Gamba,GA,2021-11-27 16:58:18,-2.65,10.0,78.37,84,65,12.33,broken clouds
612,Santa Engracia,ES,2021-11-27 16:58:19,41.9406,-1.3245,42.39,83,66,22.64,light rain
613,Tayoltita,MX,2021-11-27 16:58:19,24.0833,-105.9333,60.57,90,100,0.78,overcast clouds
614,Merauke,ID,2021-11-27 16:58:19,-8.4667,140.3333,81.32,76,100,4.68,overcast clouds
615,Havre,FR,2021-11-27 16:58:20,49.5833,0.3333,42.57,81,90,34.52,light rain
616,Gawler,AU,2021-11-27 16:58:20,-34.6,138.7333,62.11,65,2,2.46,clear sky
617,Shahrud,IR,2021-11-27 16:58:21,36.4182,54.9763,44.56,56,17,0.76,few clouds
618,Namibe,AO,2021-11-27 16:58:21,-15.1961,12.1522,70.95,68,62,13.38,broken clouds
619,Barra Do Corda,BR,2021-11-27 16:58:21,-5.5,-45.25,88.41,55,61,4.21,broken clouds
620,Chumikan,RU,2021-11-27 16:58:22,54.7183,135.315,18.01,76,79,18.81,broken clouds
621,Wewak,PG,2021-11-27 16:58:22,-3.5534,143.6268,78.15,87,94,4.9,overcast clouds
622,San Esteban,HN,2021-11-27 16:58:23,15.2,-85.75,69.85,95,100,2.89,overcast clouds
623,Qasigiannguit,GL,2021-11-27 16:58:23,68.8193,-51.1922,16.07,91,100,5.12,overcast clouds
624,Malumfashi,NG,2021-11-27 16:58:23,11.7853,7.6218,79.79,17,52,8.37,broken clouds
625,Burgeo,CA,2021-11-27 16:58:24,47.6167,-57.6152,47.89,82,100,17.83,overcast clouds
626,Loviisa,FI,2021-11-27 16:58:24,60.4566,26.2251,18.63,80,100,13.69,overcast clouds
627,Lundazi,ZM,2021-11-27 16:58:25,-12.2929,33.1782,68.68,68,82,7.99,broken clouds
628,Marsa Matruh,EG,2021-11-27 16:54:14,31.3525,27.2453,75.4,38,0,4.61,clear sky
629,Vanimo,PG,2021-11-27 16:58:25,-2.6741,141.3028,77.65,89,100,4.27,overcast clouds
630,Rafaela,AR,2021-11-27 16:58:26,-31.2503,-61.4867,89.74,27,62,13.29,broken clouds
631,Kolodeznyy,RU,2021-11-27 16:58:26,51.3333,39.1833,36.41,90,100,16.51,overcast clouds
632,Oistins,BB,2021-11-27 16:53:53,13.0667,-59.5333,86.09,70,40,10.36,scattered clouds
633,Kangaatsiaq,GL,2021-11-27 16:58:27,68.3065,-53.4641,27.21,79,100,14.5,overcast clouds
634,Abyek,IR,2021-11-27 16:58:27,36.0667,50.55,47.8,50,0,2.8,clear sky
635,Poum,NC,2021-11-27 16:58:28,-20.2333,164.0167,79.14,77,1,13.56,clear sky
636,Grindavik,IS,2021-11-27 16:58:28,63.8424,-22.4338,36.07,100,75,5.75,broken clouds
637,Hayden,US,2021-11-27 16:55:29,47.766,-116.7866,37.44,100,90,8.05,fog
638,Agdas,AZ,2021-11-27 16:58:29,40.65,47.4761,42.67,66,28,1.7,scattered clouds
639,Koshurnikovo,RU,2021-11-27 16:58:29,54.1667,93.3,15.35,95,100,5.59,snow
640,Whitehorse,CA,2021-11-27 16:53:57,60.7161,-135.0538,-1.43,84,90,2.3,light snow
641,Olinda,BR,2021-11-27 16:57:15,-8.0089,-34.8553,87.53,62,20,10.36,few clouds
642,Kang,BW,2021-11-27 16:58:30,-23.6752,22.7876,76.95,46,81,20.38,light rain
643,Ostersund,SE,2021-11-27 16:58:30,63.1792,14.6357,16.25,92,90,4.61,overcast clouds
644,Bowen,AU,2021-11-27 16:58:31,-20.0167,148.2333,75.42,80,2,4.07,clear sky
645,Minden,DE,2021-11-27 16:58:31,52.2833,8.9167,39.42,81,75,4.61,broken clouds
646,Oum Hadjer,TD,2021-11-27 16:58:32,13.2954,19.6966,84.15,10,0,5.17,clear sky
647,Villazon,BO,2021-11-27 16:58:32,-22.0866,-65.5942,72.84,17,27,15.9,scattered clouds
648,Itarema,BR,2021-11-27 16:58:33,-2.9248,-39.9167,88.56,56,41,15.79,scattered clouds
649,Vanderhoof,CA,2021-11-27 16:58:33,54.0166,-124.0198,31.15,90,100,6.69,snow
650,Yekaterinoslavka,RU,2021-11-27 16:58:34,50.3734,129.1139,9.05,92,84,8.79,broken clouds
651,Stornoway,GB,2021-11-27 16:58:34,58.2093,-6.3865,33.76,80,20,6.91,snow
652,Alta Floresta,BR,2021-11-27 16:58:35,-9.8756,-56.0861,85.62,67,72,3.51,broken clouds
653,Bandundu,CD,2021-11-27 16:55:08,-3.3167,17.3667,77.61,75,52,3.65,broken clouds
654,Shreveport,US,2021-11-27 16:58:35,32.5251,-93.7502,48.74,28,100,6.78,overcast clouds
655,Lufilufi,WS,2021-11-27 16:58:36,-13.8745,-171.5986,81.5,81,81,15.99,light rain
656,Beisfjord,NO,2021-11-27 16:58:36,68.3751,17.5988,15.85,83,6,8.59,clear sky
657,Jojoima,SL,2021-11-27 16:58:37,7.8792,-10.7878,87.19,51,46,2.04,scattered clouds
658,Kieta,PG,2021-11-27 16:58:37,-6.2167,155.6333,78.82,85,100,1.28,moderate rain
659,Chake Chake,TZ,2021-11-27 16:58:38,-5.2459,39.7666,79.74,77,100,10.27,overcast clouds
660,Kristinehamn,SE,2021-11-27 16:58:38,59.3098,14.1081,28.38,71,100,12.5,overcast clouds
661,Atbasar,KZ,2021-11-27 16:58:39,51.8,68.3333,11.53,93,24,11.05,few clouds
662,Half Moon Bay,US,2021-11-27 16:57:55,37.4636,-122.4286,55.27,85,20,0.0,mist
663,Monterey,US,2021-11-27 16:58:39,36.2505,-121.2516,59.09,23,24,0.76,few clouds
664,Woodstock,CA,2021-11-27 16:56:27,43.1334,-80.7497,30.42,56,75,9.1,broken clouds
665,Dingle,PH,2021-11-27 16:58:40,10.9995,122.6711,76.46,93,45,6.78,scattered clouds
666,Dzaoudzi,YT,2021-11-27 16:58:40,-12.7887,45.2699,80.49,78,0,4.61,clear sky
667,Penzance,GB,2021-11-27 16:58:41,50.1186,-5.5371,43.81,68,95,37.54,light rain
668,Rustenburg,ZA,2021-11-27 16:58:41,-25.6676,27.2421,72.86,48,70,12.75,broken clouds
669,Abu Dhabi,AE,2021-11-27 16:57:15,24.4667,54.3667,80.71,69,0,8.05,clear sky
670,Hay River,CA,2021-11-27 16:58:42,60.8156,-115.7999,-7.62,84,40,3.44,scattered clouds
671,Cabinda,AO,2021-11-27 16:58:42,-5.55,12.2,77.14,94,75,5.75,broken clouds
672,Staryy Nadym,RU,2021-11-27 16:58:43,65.6118,72.6842,7.45,96,100,6.62,overcast clouds
