City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Atuona,PF,2021-11-25 17:17:53,-9.8,-139.0333,78.46,79,33,17.92
59,Sitka,US,2021-11-25 17:17:54,57.0531,-135.33,44.49,87,90,11.5
60,Khatanga,RU,2021-11-25 17:17:54,71.9667,102.5,-9.17,97,96,3.8
61,Port Hedland,AU,2021-11-25 17:17:54,-20.3167,118.5667,73.45,73,0,5.75
62,Sarai,RU,2021-11-25 17:17:55,53.7458,41.0213,34.2,92,100,12.1
63,Yellowknife,CA,2021-11-25 17:17:55,62.456,-114.3525,7.41,88,75,1.01
64,San Patricio,US,2021-11-25 17:17:55,28.017,-97.5169,76.98,63,92,14.67
65,Berdigestyakh,RU,2021-11-25 17:17:56,62.0989,126.6992,-18.76,99,30,2.62
66,Hilo,US,2021-11-25 17:17:56,19.7297,-155.09,75.27,96,90,4.61
67,Severo-Kurilsk,RU,2021-11-25 17:17:57,50.6789,156.125,35.26,84,86,5.79
68,Busselton,AU,2021-11-25 17:17:57,-33.65,115.3333,65.05,80,48,10.8
69,Aransas Pass,US,2021-11-25 17:17:58,27.9095,-97.15,77.02,81,1,1.01
70,Palu,ID,2021-11-25 17:17:58,-0.8917,119.8707,76.62,95,100,1.95
71,Bulungu,CD,2021-11-25 17:17:58,-4.55,18.6,71.13,97,75,2.48
72,Guerrero Negro,MX,2021-11-25 17:17:59,27.9769,-114.0611,69.06,57,6,3.98
73,Jasper,US,2021-11-25 17:17:59,37.2001,-94.3502,39.81,63,20,5.01
74,Saint-Louis,SN,2021-11-25 17:18:00,16.3333,-15.0,99.57,12,97,12.35
75,Fortuna,US,2021-11-25 17:18:00,40.5982,-124.1573,45.52,76,1,5.75
76,Vaini,TO,2021-11-25 17:18:01,-21.2,-175.2,71.76,100,75,3.44
77,Bataipora,BR,2021-11-25 17:18:01,-22.2953,-53.2711,95.7,36,56,8.86
78,Longonjo,AO,2021-11-25 17:13:03,-12.9067,15.2533,69.98,79,100,4.38
79,Gigmoto,PH,2021-11-25 17:13:57,13.7796,124.39,79.43,87,90,7.11
80,Fairbanks,US,2021-11-25 17:16:46,64.8378,-147.7164,-16.91,71,1,0.0
81,Katsuura,JP,2021-11-25 17:18:02,35.1333,140.3,58.19,62,0,22.62
82,Bijawar,IN,2021-11-25 17:18:03,24.6333,79.5,62.38,37,0,2.59
83,Roma,US,2021-11-25 17:18:03,43.2128,-75.4557,47.43,63,90,4.61
84,Maiduguri,NG,2021-11-25 17:18:03,11.8464,13.1603,81.21,15,84,9.57
85,Longyearbyen,SJ,2021-11-25 17:18:04,78.2186,15.6401,12.04,52,20,17.27
86,Bredasdorp,ZA,2021-11-25 17:18:04,-34.5322,20.0403,65.28,70,0,27.72
87,Beboto,TD,2021-11-25 17:18:05,8.2668,16.939,82.15,23,53,2.35
88,Kenai,US,2021-11-25 17:18:05,60.5544,-151.2583,18.03,95,90,3.44
89,Kirovsk,UA,2021-11-25 17:18:06,48.6375,38.6428,28.9,77,7,5.32
90,Namibe,AO,2021-11-25 17:18:06,-15.1961,12.1522,70.57,65,2,11.65
91,Ajdabiya,LY,2021-11-25 17:18:06,30.7554,20.2263,72.7,30,62,12.28
92,Bundaberg,AU,2021-11-25 17:18:07,-24.85,152.35,74.21,98,75,1.01
93,Atambua,ID,2021-11-25 17:18:07,-9.1061,124.8925,75.83,87,98,0.58
94,Boende,CD,2021-11-25 17:18:08,-0.2167,20.8667,76.84,79,94,2.98
95,Laguna,US,2021-11-25 17:19:08,38.421,-121.4238,59.5,83,1,1.01
96,Naze,JP,2021-11-25 17:19:10,28.3667,129.4833,59.92,64,100,6.13
97,San Jeronimo,PE,2021-11-25 17:19:10,-11.9472,-75.2829,56.68,68,95,4.27
98,Albany,US,2021-11-25 17:19:00,42.6001,-73.9662,46.58,66,97,3.02
99,Lewiston,US,2021-11-25 17:16:16,44.1003,-70.2148,52.81,44,1,6.91
100,Port Macquarie,AU,2021-11-25 17:19:11,-31.4333,152.9167,71.56,94,40,8.05
101,Ahipara,NZ,2021-11-25 17:19:12,-35.1667,173.1667,56.61,90,38,2.3
102,Kodiak,US,2021-11-25 17:19:12,57.79,-152.4072,17.11,53,1,21.85
103,Tezu,IN,2021-11-25 17:19:13,27.9167,96.1667,61.16,63,22,4.41
104,Yakeshi,CN,2021-11-25 17:19:13,49.2833,120.7333,4.01,95,100,3.38
105,Salalah,OM,2021-11-25 17:19:13,17.0151,54.0924,82.49,47,0,2.3
106,Duluth,US,2021-11-25 17:19:11,46.7833,-92.1066,19.56,49,1,4.0
107,Chimbote,PE,2021-11-25 17:19:14,-9.0853,-78.5783,71.08,75,99,10.83
108,Nabire,ID,2021-11-25 17:19:14,-3.3667,135.4833,75.99,93,97,3.2
109,Hermanus,ZA,2021-11-25 17:19:15,-34.4187,19.2345,72.9,67,0,29.77
110,Oum Hadjer,TD,2021-11-25 17:19:15,13.2954,19.6966,85.3,13,13,4.81
111,Alexandria,EG,2021-11-25 17:15:09,31.2156,29.9553,68.74,68,20,4.7
112,Buala,SB,2021-11-25 17:19:16,-8.145,159.5921,80.13,80,75,5.1
113,Upernavik,GL,2021-11-25 17:19:16,72.7868,-56.1549,17.71,91,100,8.34
114,Sisimiut,GL,2021-11-25 17:17:56,66.9395,-53.6735,21.79,76,97,13.65
115,Saskylakh,RU,2021-11-25 17:19:17,71.9167,114.0833,-0.33,94,100,11.83
116,Bhuban,IN,2021-11-25 17:19:17,20.8833,85.8333,71.19,75,0,2.19
117,Mount Gambier,AU,2021-11-25 17:19:18,-37.8333,140.7667,53.1,59,100,15.39
118,Prince Rupert,CA,2021-11-25 17:19:18,54.3161,-130.3201,51.49,80,90,19.57
119,Joshimath,IN,2021-11-25 17:19:18,30.5667,79.5667,46.56,34,4,6.78
120,Namatanai,PG,2021-11-25 17:19:19,-3.6667,152.4333,79.3,82,14,4.68
121,Axim,GH,2021-11-25 17:19:19,4.8699,-2.2405,83.95,70,36,8.88
122,Champerico,GT,2021-11-25 17:19:19,14.3,-91.9167,91.76,65,25,4.76
123,Oksfjord,NO,2021-11-25 17:19:20,70.2396,22.3479,23.92,65,100,9.51
124,Fantino,DO,2021-11-25 17:19:20,19.1215,-70.2997,87.31,75,49,5.86
125,Petropavlovsk-Kamchatskiy,RU,2021-11-25 17:19:21,53.0452,158.6483,34.39,69,75,8.95
126,Norman Wells,CA,2021-11-25 17:15:18,65.282,-126.8329,-18.36,69,75,11.5
127,Nikolskoye,RU,2021-11-25 17:19:21,59.7035,30.7861,43.88,91,100,12.41
128,Batticaloa,LK,2021-11-25 17:19:22,7.7102,81.6924,77.81,89,100,7.7
129,Kedrovyy,RU,2021-11-25 17:19:22,56.1667,91.8167,21.61,97,100,3.27
130,Hasaki,JP,2021-11-25 17:19:23,35.7333,140.8333,44.89,51,0,8.52
131,Cidreira,BR,2021-11-25 17:19:23,-30.1811,-50.2056,75.76,72,40,18.86
132,Tucuman,AR,2021-11-25 17:19:23,-26.8241,-65.2226,89.6,43,20,13.8
133,Maniitsoq,GL,2021-11-25 17:19:24,65.4167,-52.9,23.81,76,94,12.17
134,Sola,VU,2021-11-25 17:19:24,-13.8833,167.55,79.79,77,64,20.54
135,Sao Benedito Do Rio Preto,BR,2021-11-25 17:19:25,-3.3336,-43.5283,99.16,30,89,5.08
136,Nhulunbuy,AU,2021-11-25 17:19:25,-12.2333,136.7667,81.21,78,100,0.0
137,Bambous Virieux,MU,2021-11-25 17:19:26,-20.3428,57.7575,77.25,78,40,3.44
138,Kurilsk,RU,2021-11-25 17:19:26,45.2333,147.8833,35.01,79,95,7.34
139,Hithadhoo,MV,2021-11-25 17:19:26,-0.6,73.0833,81.97,70,82,16.42
140,Tarko-Sale,RU,2021-11-25 17:19:27,64.9225,77.785,6.42,95,99,11.36
141,Iqaluit,CA,2021-11-25 17:20:27,63.7506,-68.5145,24.53,80,75,13.8
142,Saint George,US,2021-11-25 17:15:31,37.1041,-113.5841,47.43,34,1,5.01
143,Nome,US,2021-11-25 17:20:28,64.5011,-165.4064,-9.33,65,1,0.0
144,Kruisfontein,ZA,2021-11-25 17:20:28,-34.0033,24.7314,62.89,67,58,19.19
145,Warri,NG,2021-11-25 17:20:28,5.5167,5.75,79.75,82,83,6.8
146,Lipin Bor,RU,2021-11-25 17:20:29,60.2622,37.9763,30.38,96,100,15.17
147,Port Alfred,ZA,2021-11-25 17:20:29,-33.5906,26.891,64.58,68,95,22.46
148,Carinhanha,BR,2021-11-25 17:20:30,-14.3047,-43.765,92.71,21,65,6.73
149,Mayo,US,2021-11-25 17:20:30,38.8876,-76.5119,57.07,50,1,1.01
150,Rocha,UY,2021-11-25 17:20:31,-34.4833,-54.3333,79.12,33,100,8.28
151,Smoky Lake,CA,2021-11-25 17:20:31,54.1169,-112.4686,31.48,93,100,3.44
152,General Roca,AR,2021-11-25 17:20:31,-39.0333,-67.5833,81.0,18,0,28.23
153,Bukama,CD,2021-11-25 17:20:32,-9.2,25.85,71.65,90,97,4.88
154,Port Augusta,AU,2021-11-25 17:20:32,-32.5,137.7667,60.94,73,0,21.9
155,Tuatapere,NZ,2021-11-25 17:20:33,-46.1333,167.6833,55.99,75,95,9.75
156,Bara,NG,2021-11-25 17:20:33,10.3744,10.7288,85.12,17,21,7.9
157,Vanimo,PG,2021-11-25 17:20:34,-2.6741,141.3028,77.99,90,99,2.84
158,Lagoa,PT,2021-11-25 17:20:34,39.05,-27.9833,62.26,64,93,32.73
159,San German,PR,2021-11-25 17:20:35,18.0816,-67.0449,86.4,72,39,1.01
160,Atherton,GB,2021-11-25 17:18:53,53.5237,-2.4935,42.3,73,82,1.99
161,Leningradskiy,RU,2021-11-25 17:20:35,69.3833,178.4167,-19.23,97,100,5.97
162,Pemberton,CA,2021-11-25 17:20:36,50.3164,-122.8027,37.09,98,100,5.1
163,Thompson,CA,2021-11-25 17:20:36,55.7435,-97.8558,-14.64,76,20,2.3
164,Karratha,AU,2021-11-25 17:20:36,-20.7377,116.8463,80.87,41,1,8.84
165,Whitefish,US,2021-11-25 17:20:06,48.4111,-114.3376,40.05,77,90,6.91
166,Klaksvik,FO,2021-11-25 17:20:37,62.2266,-6.589,41.92,86,100,18.16
167,College,US,2021-11-25 17:20:37,64.8569,-147.8028,-14.03,70,40,0.0
168,Claresholm,CA,2021-11-25 17:20:11,50.0333,-113.5852,42.82,60,100,17.27
169,Luderitz,NA,2021-11-25 17:20:38,-26.6481,15.1594,64.22,80,45,10.22
170,Salina Cruz,MX,2021-11-25 17:20:38,16.1667,-95.2,86.94,45,0,12.17
171,Gambo,CF,2021-11-25 17:20:39,4.6482,22.2633,77.16,45,8,1.77
172,Ensley,US,2021-11-25 17:20:39,30.5188,-87.2728,72.66,77,1,1.99
173,Beloha,MG,2021-11-25 17:20:39,-25.1667,45.05,67.06,66,22,11.16
174,Castro,BR,2021-11-25 17:20:40,-24.7911,-50.0119,83.17,40,67,8.3
175,Nitra,SK,2021-11-25 17:20:40,48.3076,18.0845,43.47,75,57,12.55
176,Waingapu,ID,2021-11-25 17:20:40,-9.6567,120.2641,80.69,80,78,2.75
177,Itarema,BR,2021-11-25 17:16:39,-2.9248,-39.9167,88.77,54,84,18.14
178,Saint-Francois,FR,2021-11-25 17:20:41,46.4154,3.9054,38.68,92,90,4.61
179,Prince Albert,CA,2021-11-25 17:17:12,53.2001,-105.7677,6.75,78,90,6.91
180,Pevek,RU,2021-11-25 17:20:42,69.7008,170.3133,-11.43,99,100,1.1
181,Mlimba,TZ,2021-11-25 17:20:42,-8.8,35.8167,80.46,58,56,1.77
182,Victoria,HK,2021-11-25 17:17:57,22.2855,114.1577,69.33,74,4,3.0
183,Thinadhoo,MV,2021-11-25 17:17:52,0.5333,72.9333,81.63,70,46,15.59
184,Tabou,CI,2021-11-25 17:20:43,4.423,-7.3528,83.62,71,39,9.48
185,Los Llanos De Aridane,ES,2021-11-25 17:20:44,28.6585,-17.9182,64.13,95,75,1.01
186,Arraial Do Cabo,BR,2021-11-25 17:17:03,-22.9661,-42.0278,82.36,73,0,19.57
187,Saldanha,ZA,2021-11-25 17:20:44,-33.0117,17.9442,73.94,45,1,16.4
188,New Norfolk,AU,2021-11-25 17:21:45,-42.7826,147.0587,47.7,62,35,1.01
189,Vostok,RU,2021-11-25 17:21:45,46.4856,135.8833,10.18,97,100,3.98
190,Eftimie Murgu,RO,2021-11-25 17:21:46,44.9003,22.0928,44.64,86,8,5.35
191,Narsaq,GL,2021-11-25 17:21:46,60.9167,-46.05,34.02,99,100,5.91
192,Carnarvon,AU,2021-11-25 17:21:47,-24.8667,113.6333,75.27,60,0,10.36
193,Vila Velha,BR,2021-11-25 17:21:47,-20.3297,-40.2925,82.35,71,0,3.0
194,Lanxi,CN,2021-11-25 17:21:47,29.2195,119.477,47.52,72,0,1.19
195,Yumen,CN,2021-11-25 17:21:48,40.2833,97.2,28.8,33,2,6.58
196,Zheleznodorozhnyy,RU,2021-11-25 17:21:48,55.7503,38.0042,37.22,89,100,11.68
197,Bethel,US,2021-11-25 17:21:49,41.3712,-73.414,54.0,47,90,4.61
198,Hammerfest,NO,2021-11-25 17:21:50,70.6634,23.6821,23.45,68,0,11.5
199,Urengoy,RU,2021-11-25 17:21:50,65.9667,78.3667,3.47,97,97,6.31
200,Sao Filipe,CV,2021-11-25 17:21:51,14.8961,-24.4956,78.67,73,100,9.15
201,Lavrentiya,RU,2021-11-25 17:21:51,65.5833,-171.0,-5.12,93,3,9.33
202,Chapais,CA,2021-11-25 17:21:52,49.7834,-74.8492,28.18,99,100,2.82
203,Imeni Poliny Osipenko,RU,2021-11-25 17:21:52,52.4201,136.4853,27.36,87,100,21.97
204,Lompoc,US,2021-11-25 17:20:19,34.6391,-120.4579,70.57,48,1,4.61
205,East London,ZA,2021-11-25 17:21:52,-33.0153,27.9116,61.74,88,20,9.22
206,Kirkuk,IQ,2021-11-25 17:21:53,35.4681,44.3922,62.15,39,100,3.71
207,Javanrud,IR,2021-11-25 17:21:53,34.7961,46.5172,49.42,45,88,2.66
208,Kushiro,JP,2021-11-25 17:21:54,42.975,144.3747,35.08,68,9,10.49
209,Stykkisholmur,IS,2021-11-25 17:20:08,65.0757,-22.7297,36.39,79,73,12.88
210,Heihe,CN,2021-11-25 17:21:54,50.2441,127.4902,14.58,82,71,11.52
211,Christchurch,NZ,2021-11-25 17:20:34,-43.5333,172.6333,53.94,73,35,1.14
212,Pozo Colorado,PY,2021-11-25 17:21:55,-23.4923,-58.7972,102.31,31,9,11.34
213,Dunedin,NZ,2021-11-25 17:19:26,-45.8742,170.5036,57.29,55,99,2.46
214,La Seyne-Sur-Mer,FR,2021-11-25 17:21:55,43.0982,5.8847,52.65,92,100,1.99
215,Baltasi,RU,2021-11-25 17:21:56,56.3462,50.2062,19.24,92,89,9.66
216,Verkhnyaya Inta,RU,2021-11-25 17:21:56,65.9811,60.3094,8.8,95,100,8.93
217,Isangel,VU,2021-11-25 17:21:57,-19.55,169.2667,76.01,83,57,4.72
218,Lewistown,US,2021-11-25 17:21:57,40.5992,-77.5714,55.9,49,90,0.0
219,Gat,IL,2021-11-25 17:21:57,31.61,34.7642,66.88,100,6,4.36
220,Bogande,BF,2021-11-25 17:21:58,12.9714,-0.1436,92.88,12,1,8.86
221,Jacksonville,US,2021-11-25 17:20:00,30.3322,-81.6556,74.1,60,1,1.99
222,Faanui,PF,2021-11-25 17:21:59,-16.4833,-151.75,81.34,77,17,14.45
223,Harper,LR,2021-11-25 17:21:59,4.375,-7.7169,83.59,71,31,10.76
224,Cabedelo,BR,2021-11-25 17:21:59,-6.9811,-34.8339,90.27,64,69,12.3
225,Udachnyy,RU,2021-11-25 17:22:00,66.4167,112.4,-20.16,100,62,5.93
226,Moose Factory,CA,2021-11-25 17:22:00,51.2585,-80.6094,12.2,73,90,11.5
227,Halmeu,RO,2021-11-25 17:22:00,47.9667,23.0167,39.65,68,12,5.1
228,Malanje,AO,2021-11-25 17:22:01,-9.5402,16.341,66.38,95,99,1.21
229,Bonavista,CA,2021-11-25 17:22:01,48.6499,-53.1147,48.2,98,100,22.68
230,Cherskiy,RU,2021-11-25 17:23:02,68.75,161.3,-22.2,100,100,2.75
231,Dingle,PH,2021-11-25 17:23:02,10.9995,122.6711,75.88,93,86,6.55
232,Kaitangata,NZ,2021-11-25 17:23:02,-46.2817,169.8464,56.89,55,100,6.96
233,Hofn,IS,2021-11-25 17:23:03,64.2539,-15.2082,37.42,65,20,18.41
234,Ryotsu,JP,2021-11-25 17:23:03,38.0833,138.4333,47.3,65,90,20.22
235,Torbay,CA,2021-11-25 17:23:04,47.6666,-52.7314,51.28,99,90,23.02
236,Karabuk,TR,2021-11-25 17:23:04,41.2049,32.6277,44.56,77,1,1.83
237,Svetlogorsk,BY,2021-11-25 17:23:05,52.6333,29.7333,35.35,73,8,13.22
238,Slavutych,UA,2021-11-25 17:23:05,51.5196,30.7343,38.19,60,9,13.0
239,Guarapari,BR,2021-11-25 17:23:05,-20.6667,-40.4975,82.29,70,64,7.85
240,Talnakh,RU,2021-11-25 17:23:06,69.4865,88.3972,3.83,94,100,6.17
241,Hami,CN,2021-11-25 17:23:06,42.8,93.45,28.0,62,11,4.14
242,Zhigansk,RU,2021-11-25 17:23:07,66.7697,123.3711,-7.51,85,100,11.52
243,Shingu,JP,2021-11-25 17:23:07,33.7333,135.9833,54.57,68,1,8.61
244,Shache,CN,2021-11-25 17:23:07,38.4167,77.2406,35.53,35,8,1.97
245,Vardo,NO,2021-11-25 17:23:08,70.3705,31.1107,15.78,79,0,18.41
246,Loralai,PK,2021-11-25 17:23:08,30.3705,68.598,55.98,28,0,5.35
247,Asmara,ER,2021-11-25 17:23:09,15.3333,38.9333,57.52,85,60,5.91
248,Skibbereen,IE,2021-11-25 17:23:09,51.55,-9.2667,42.6,72,88,12.48
249,Clyde River,CA,2021-11-25 17:23:09,70.4692,-68.5914,0.91,98,100,3.71
250,Mabasa,PH,2021-11-25 17:23:10,16.321,121.1262,70.59,98,100,2.89
251,Chernyshevskiy,RU,2021-11-25 17:23:10,63.0128,112.4714,-7.44,100,97,2.95
252,Tuktoyaktuk,CA,2021-11-25 17:23:11,69.4541,-133.0374,-0.4,85,90,19.57
253,Saint-Philippe,RE,2021-11-25 17:23:11,-21.3585,55.7679,77.22,82,66,4.72
254,Tiarei,PF,2021-11-25 17:23:12,-17.5333,-149.3333,82.42,77,25,16.2
255,Southbridge,US,2021-11-25 17:23:12,42.0751,-72.0334,54.25,43,88,1.99
256,Vestmannaeyjar,IS,2021-11-25 17:23:12,63.4427,-20.2734,41.99,75,40,26.46
257,Ilo,PE,2021-11-25 17:23:13,-17.6394,-71.3375,70.66,68,0,10.36
258,San Cristobal,VE,2021-11-25 17:23:13,7.7669,-72.225,77.18,74,100,4.63
259,Walvis Bay,NA,2021-11-25 17:23:14,-22.9575,14.5053,61.75,77,2,8.05
260,Morondava,MG,2021-11-25 17:23:14,-20.2833,44.2833,81.34,61,27,21.05
261,Severnoye,RU,2021-11-25 17:23:14,56.3491,78.3619,-4.41,100,86,5.75
262,Sakakah,SA,2021-11-25 17:23:15,29.9697,40.2064,65.77,39,0,8.41
263,Epinal,FR,2021-11-25 17:23:15,48.1833,6.45,31.82,83,89,3.67
264,Ribeira Brava,PT,2021-11-25 17:23:16,32.65,-17.0667,68.72,65,92,5.48
265,Terney,RU,2021-11-25 17:23:16,45.0503,136.6092,21.72,72,74,16.11
266,Vila Franca Do Campo,PT,2021-11-25 17:23:17,37.7167,-25.4333,64.81,73,86,16.91
267,Shimoda,JP,2021-11-25 17:23:17,34.6667,138.95,54.1,66,1,29.04
268,San Pedro De Ycuamandiyu,PY,2021-11-25 17:23:18,-24.0917,-57.0764,98.53,37,70,8.08
269,Kungurtug,RU,2021-11-25 17:23:18,50.5994,97.5228,14.34,88,72,3.22
270,Esperance,AU,2021-11-25 17:23:18,-33.8667,121.9,59.14,78,100,9.6
271,Georgetown,MY,2021-11-25 17:23:19,5.4112,100.3354,78.75,91,40,2.3
272,Zhicheng,CN,2021-11-25 17:23:19,30.2956,111.5047,54.54,61,3,3.8
273,Komsomolskiy,UZ,2021-11-25 17:23:20,40.4272,71.7189,44.02,52,100,2.3
274,Chimore,BO,2021-11-25 17:23:20,-16.9833,-65.1333,87.53,66,100,5.59
275,Tignere,CM,2021-11-25 17:23:20,7.3667,12.65,74.21,28,34,3.85
276,Rincon,US,2021-11-25 17:19:10,32.296,-81.2354,65.86,48,40,0.0
277,Dongsheng,CN,2021-11-25 17:23:21,39.8161,109.9776,27.01,42,0,5.79
278,Lagunas,PE,2021-11-25 17:24:21,-5.2269,-75.6753,80.78,73,100,3.31
279,Tommot,RU,2021-11-25 17:24:22,58.9564,126.2925,-13.43,99,42,1.14
280,Airai,TL,2021-11-25 17:24:22,-8.9266,125.4092,62.1,94,75,1.45
281,Black Diamond,US,2021-11-25 17:24:23,47.3087,-122.0032,45.28,92,100,5.21
282,Mongu,ZM,2021-11-25 17:24:23,-15.2484,23.1274,81.45,41,84,8.93
283,Marsabit,KE,2021-11-25 17:24:24,2.3284,37.9899,77.63,34,60,9.26
284,Faya,SA,2021-11-25 17:24:24,18.3851,42.4509,60.91,70,22,4.54
285,Adrar,MR,2021-11-25 17:20:38,20.5022,-10.0711,87.73,21,81,5.08
286,Harlingen,US,2021-11-25 17:21:38,26.1906,-97.6961,82.2,94,90,4.61
287,Kununurra,AU,2021-11-25 17:23:47,-15.7667,128.7333,82.38,89,40,3.44
288,Coos Bay,US,2021-11-25 17:24:25,43.3665,-124.2179,42.78,81,40,9.22
289,Devils Lake,US,2021-11-25 17:24:25,48.1128,-98.8651,12.94,69,1,8.99
290,Sumbe,AO,2021-11-25 17:24:26,-11.2061,13.8437,78.31,80,100,5.12
291,Coquimbo,CL,2021-11-25 17:24:26,-29.9533,-71.3436,64.13,72,40,11.5
292,Edson,CA,2021-11-25 17:24:27,53.5835,-116.4356,30.34,80,1,5.75
293,Vung Tau,VN,2021-11-25 17:24:27,10.346,107.0843,78.28,81,74,5.97
294,Iralaya,HN,2021-11-25 17:24:28,15.0,-83.2333,78.89,69,78,6.31
